age,income,loan_amount,credit_history_length,utilization_rate,time_period,default
37,77265.22136240013,8323.690770023648,6,0.36998999123769327,Q2_Train,0
64,181874.70228935673,22255.485664694246,7,0.49039586183726175,Q1_Train,0
52,64032.24663896852,17054.02954308536,2,0.36003640926241565,Q1_Train,0
53,35095.66869557867,21611.775849019286,4,0.0876729249929288,Q1_Train,0
67,58631.211481820996,9388.823002702606,0,0.3063746273473,Q1_Train,0
21,70753.98257930359,20760.310437522065,9,0.5604386453368485,Q2_Train,0
19,38109.763422854885,32905.95686047041,13,0.20946439570584185,Q2_Train,0
23,58883.99988652496,11497.022862479378,14,0.06702981487559874,Q2_Train,0
59,30522.891411076762,11045.498766192233,9,0.2707989844490646,Q2_Train,0
46,62967.640576668884,26954.457265142246,11,0.5793824513994738,Q2_Train,0
35,77834.20183368018,11014.203667810534,9,0.4518294070700503,Q1_Train,0
43,26414.399121107046,10944.882000862552,7,0.29387835446047234,Q1_Train,0
27,35742.096047737694,40956.81387909969,2,0.06950758053960557,Q1_Train,0
31,78646.08882875278,8592.18612242744,5,0.12632830227408898,Q2_Train,0
40,59538.56696996108,12058.357217314926,13,0.4631838225620878,Q1_Train,0
57,80360.51105179498,41226.65889898325,1,0.3554048319143462,Q1_Train,0
33,74781.89625819962,25516.44698790384,3,0.44210158688418805,Q1_Train,0
62,35400.45719330358,23184.365154484647,10,0.27050618062475856,Q1_Train,0
64,49198.892685027764,22494.890676702027,14,0.22987383303197723,Q2_Train,0
41,60643.757568972374,17652.01071654859,3,0.23139698344610699,Q1_Train,0
43,56450.167657584105,10085.100765626416,7,0.6574332619751394,Q2_Train,0
42,117870.14677234404,10590.784347144843,13,0.10232613248240915,Q1_Train,0
62,72748.92742747457,31845.72818240984,14,0.36535112833445405,Q2_Train,0
58,30459.473073825357,8940.256964883087,0,0.24597595214409107,Q1_Train,0
46,23254.495196075946,15785.608987341304,10,0.2580683683044274,Q1_Train,0
32,47613.96976935799,22145.505234992557,8,0.22448918117872574,Q2_Train,0
62,20786.687555720157,7087.236180527801,13,0.49614559685792514,Q2_Train,0
18,39158.0882922474,45401.97725285975,7,0.15053715345302782,Q2_Train,0
42,42944.992802199034,9529.439642685255,13,0.20062800588582572,Q1_Train,0
24,43547.31359047734,10759.258975917393,7,0.4529761017669508,Q2_Train,0
25,55770.5429275554,9297.053211760567,10,0.08075336397786033,Q1_Train,0
28,67894.02510642668,8966.007213912384,14,0.24538379319013479,Q1_Train,0
68,28430.3878502632,30619.721493141966,0,0.09856331012782252,Q1_Train,0
34,62980.55497816201,7751.773748581481,0,0.39808328338960547,Q2_Train,0
25,107512.4264865374,11384.134907648648,11,0.43891933262887933,Q1_Train,0
52,47214.551021503736,12776.679515368607,1,0.383077942586588,Q2_Train,0
50,50906.52802362581,6015.662245356631,7,0.21638047650608053,Q2_Train,0
56,61912.7849642611,13849.418157351958,10,0.14911184784381168,Q1_Train,0
26,24487.607981843714,5300.332334873284,1,0.413572969766219,Q1_Train,0
25,85451.04427548732,10705.791585057174,5,0.10736974371797806,Q1_Train,0
29,122450.71899834558,67083.55722358995,3,0.2908342602332837,Q1_Train,0
50,150591.4859498716,5475.4948229033935,11,0.7128674174734254,Q2_Train,0
65,99830.50430527338,17947.492131887622,3,0.3368893421796261,Q1_Train,0
40,71567.11553992052,11970.264147046373,5,0.42700308443267465,Q1_Train,0
41,96039.34410673552,28769.37223168897,9,0.19249395433742475,Q1_Train,0
61,41439.23101919466,17473.464941481336,14,0.3206682944264211,Q2_Train,0
57,39778.898490826454,5494.6057115186495,8,0.7280243054640677,Q2_Train,0
44,50250.660074021405,23779.243644166676,11,0.33817686908214484,Q2_Train,0
52,31923.0929228614,13041.094900332737,7,0.5081228756914178,Q2_Train,0
18,31278.459661685207,6882.668565922177,7,0.08116006804562828,Q2_Train,0
52,118010.92794267918,5952.623173162156,4,0.3535775000817724,Q1_Train,0
54,76623.01017987267,33827.28256500645,5,0.38941236399726986,Q1_Train,0
64,59487.978462910505,38291.17305842597,14,0.28960592610062125,Q2_Train,0
31,45619.570448100596,11303.18049941204,0,0.15901359161759462,Q2_Train,0
20,48177.69831337486,7689.992256293355,0,0.2732360022779145,Q2_Train,0
22,50340.231305331574,16840.37200792391,8,0.6133588096833978,Q2_Train,0
31,44550.04526831543,25299.147345429457,3,0.3787810313846684,Q2_Train,0
26,50609.26900520979,38131.27956266317,13,0.13515557331031436,Q1_Train,0
32,21283.20893397787,5350.0809138908435,14,0.08336414604754779,Q2_Train,0
32,62239.15119639974,21764.161135489885,8,0.20246571546769576,Q1_Train,0
43,55340.3406585519,17025.15589192886,8,0.17256718420675307,Q1_Train,0
59,111631.72917170644,50178.164003204816,2,0.5122676495098033,Q2_Train,0
21,37771.66401548294,34386.31315493743,1,0.2352411205112664,Q1_Train,0
54,106110.58368506483,32034.92125563639,14,0.09641601007268055,Q2_Train,0
40,55852.16126219837,9607.837757097717,4,0.11099774024186293,Q2_Train,0
56,83288.78181408095,7136.07642506549,9,0.3334135541579157,Q1_Train,0
62,38626.450657264686,17143.909333552514,9,0.7180996803693901,Q2_Train,0
32,38268.37740697372,15683.025568232892,12,0.35177491352094,Q2_Train,0
60,75068.40739790292,11615.001971808822,1,0.49966996875583075,Q1_Train,0
46,81108.34487584361,21307.13860503555,11,0.29955736244675774,Q2_Train,0
53,158238.72624769792,6499.672543533367,9,0.348590009760976,Q2_Train,0
30,32734.199031589946,19592.958905861167,14,0.752836746897773,Q1_Train,0
49,51576.04442564878,8569.215665039368,1,0.3978641995021328,Q1_Train,0
24,34418.34689018577,7070.916935046076,13,0.10459146687636493,Q2_Train,0
68,24174.089441336022,41054.02255685971,1,0.24961457745605206,Q1_Train,0
19,35765.280332100556,6400.111125719812,8,0.33941763010743337,Q2_Train,0
59,37619.555998543736,5887.731434588788,12,0.37711483338508317,Q2_Train,0
62,42346.53785767146,15243.563672580463,4,0.7435653140113068,Q1_Train,0
23,244760.3614021708,10687.120480710146,11,0.18187006775619838,Q1_Train,0
45,96383.16587500689,5073.790592099121,0,0.6241698127721,Q2_Train,0
61,70161.01375588623,10105.831890008412,6,0.3069123229697738,Q1_Train,0
37,130634.36766719692,36499.02074033751,7,0.22169660370926933,Q1_Train,0
47,40905.461999492756,13186.49843294366,5,0.21872228328348323,Q2_Train,0
45,133277.5004969127,5278.5110751829625,6,0.2859366296614498,Q2_Train,0
42,35912.09077277785,30224.13655708053,1,0.3691575307491911,Q1_Train,0
56,143550.70572205022,9123.046410605233,13,0.21928063098559983,Q2_Train,0
50,108158.51669592397,10545.085591524487,11,0.8847196942559458,Q2_Train,0
18,217015.82826275827,5694.687345916002,5,0.18766575264121318,Q2_Train,0
69,33443.22395841045,33716.71597788039,5,0.6587733948757725,Q2_Train,0
30,40088.614028265394,12139.945442758079,3,0.1619093798563186,Q1_Train,0
58,174667.03019182588,40888.512036556815,10,0.1710675427541375,Q2_Train,0
20,40253.756411980576,35311.65896183383,3,0.31811260484442183,Q1_Train,0
56,61644.81544594258,5959.455383659628,1,0.19226697765026474,Q1_Train,0
25,45227.28125521379,41188.897128758654,9,0.043000188587371244,Q2_Train,0
44,30745.043901199446,5453.93390538662,5,0.11909040592041785,Q1_Train,0
26,58510.001701674584,26774.22803781323,3,0.03702214075658788,Q1_Train,0
54,114657.8108724894,40535.35794111673,2,0.3004319120106333,Q2_Train,0
50,22537.567513493523,27077.221552485673,13,0.11859833672930642,Q1_Train,0
68,130013.42742449984,25427.79159841053,0,0.451171000955436,Q2_Train,0
41,69161.6380126588,13251.195970510167,10,0.5661891241109634,Q2_Train,0
32,37568.014300321156,5972.167195807748,13,0.25503474843974605,Q1_Train,0
49,46819.52387115081,28265.2318227025,10,0.5049232327568699,Q2_Train,0
41,38291.625691614245,15748.892256983554,12,0.07104759576336583,Q1_Train,0
58,51745.8202216112,16405.675036361354,2,0.028949390704300138,Q1_Train,0
69,20991.377221100756,12744.784874454133,0,0.561251065913758,Q2_Train,0
69,57259.80311907455,19694.39164079802,3,0.5130964169206194,Q1_Train,0
29,26090.832112891534,40694.11387719541,10,0.3780046094902547,Q2_Train,0
56,259660.7773516438,6634.2095329306885,11,0.38438425010436716,Q1_Train,0
19,38010.33200818977,52973.065905043826,0,0.16117215856278486,Q1_Train,0
54,96877.30991521751,14313.68423908515,4,0.29292762952208656,Q2_Train,0
66,37395.45635531458,12242.564582102495,0,0.24330010059038132,Q2_Train,0
34,90514.46658038936,23359.96640765417,4,0.24159401989923773,Q1_Train,0
66,44103.95066069333,10756.072750673475,11,0.2811879943329392,Q2_Train,0
19,46480.120967314186,6061.876932031901,6,0.13354355664712286,Q1_Train,0
45,96690.038228753,20111.954701794755,9,0.1847650607967207,Q1_Train,0
40,74960.61885234038,8481.9035590143,14,0.48609059332556365,Q2_Train,0
54,135069.05119439,5278.701611801395,14,0.38182866458413517,Q1_Train,0
50,135438.5755247195,33739.438219836484,7,0.6014448853186547,Q1_Train,0
18,27012.755940077423,12804.242428507237,8,0.27290730123616913,Q1_Train,0
61,54123.80996847399,10284.46206250948,14,0.31254534289919145,Q1_Train,0
43,38619.31683367453,7331.340013541438,14,0.376746962615859,Q1_Train,0
49,55032.033871273765,15712.39267810691,1,0.3551391665280301,Q2_Train,0
23,28823.337864617388,14862.175892368457,12,0.24705895071351974,Q1_Train,0
21,25194.797071514782,31053.302489345635,4,0.1579095671029453,Q1_Train,0
28,62413.686795013455,14940.60477894016,0,0.3734599815668599,Q2_Train,0
55,28738.188085009548,32659.435305925126,9,0.22969627310354873,Q1_Train,0
41,24467.07547227155,20795.23467326668,12,0.2932109530990084,Q2_Train,0
69,112244.86669001433,35031.029831879234,1,0.7476307785733989,Q1_Train,0
33,24699.489923756664,35265.41705548649,7,0.27456097378495753,Q2_Train,0
46,69115.70971257068,32929.446591526816,7,0.4245534750467717,Q1_Train,0
20,54181.15323127623,55315.46043201114,3,0.23987693692011725,Q1_Train,0
36,94649.01404745116,30899.37415595259,12,0.2859384534091146,Q2_Train,0
37,62871.57622176384,44709.82209265576,7,0.35447935981137135,Q1_Train,0
49,44307.900278107525,7369.594640167888,12,0.3636455823974077,Q1_Train,0
24,26765.582702882704,8523.619232001001,9,0.17315753055826708,Q1_Train,0
58,57786.54133299944,47169.72690217467,1,0.42819619942538406,Q2_Train,0
56,95103.99478741153,7125.570962990532,2,0.3486364948009745,Q1_Train,0
18,25295.519965237334,5653.4190582983665,11,0.22280480941512554,Q2_Train,0
28,87005.23156152354,51225.16753340852,9,0.35959083290186794,Q2_Train,0
45,81229.57556984822,29646.6757310651,3,0.061622453051988324,Q1_Train,0
67,56909.67693101878,7099.698525616461,12,0.05814580758500857,Q1_Train,0
40,107554.3738063505,11361.159727438338,5,0.15420523657932275,Q2_Train,0
48,62952.98823419787,38703.92781324345,6,0.12253773683287915,Q1_Train,0
47,123608.09018037534,7135.2714285840275,1,0.23595914660588418,Q2_Train,0
59,83830.94548457532,11445.992744650546,6,0.17957408178723,Q2_Train,0
52,71484.7330993743,15227.306307783103,9,0.24219996796554633,Q2_Train,0
33,84181.56842513883,9680.312324239689,10,0.420140735822239,Q2_Train,0
65,25078.196629636564,10872.647144909279,0,0.2948217397077217,Q2_Train,0
69,22040.377272786376,35664.06301618717,12,0.5795615782099828,Q1_Train,0
66,52602.53941898928,46413.55932963673,14,0.32050041876378405,Q1_Train,0
19,65726.06269372503,13738.66121671162,10,0.2506857432878303,Q2_Train,0
65,36906.92963492959,19946.587577192033,0,0.1632442464293192,Q2_Train,0
49,25026.863840782855,35102.64718448042,0,0.29240168368328445,Q1_Train,0
36,36726.085096053095,7695.232638597025,13,0.22854375551600584,Q2_Train,0
65,82709.25239363755,26506.86791652317,5,0.38538014045585095,Q1_Train,0
33,61947.824401205275,35142.64591639905,11,0.11027831816770728,Q1_Train,0
20,208697.3712002989,10040.01652201382,1,0.3316302738989381,Q1_Train,0
37,35929.24547161558,36536.376486642606,8,0.21823510974164925,Q1_Train,0
41,28620.919007826466,6267.644033557136,1,0.31766745432884225,Q1_Train,0
50,22672.03453517917,29176.403569730177,5,0.2039437259293539,Q2_Train,0
66,34032.13503009241,11737.536025231331,0,0.28199729654833877,Q2_Train,0
53,63727.811614408005,14403.120509696635,2,0.13883239671560518,Q2_Train,0
55,23602.817614229527,18535.080893614617,10,0.3263434565313605,Q2_Train,0
57,22442.873394826423,46198.32623213576,5,0.568045106079936,Q1_Train,0
37,23153.53329892033,14424.118112784194,2,0.16025719896894228,Q1_Train,0
52,162258.0138911711,12371.94537925497,6,0.5960952395410983,Q2_Train,0
65,114813.16045483998,38552.25678529359,8,0.31853613735143577,Q2_Train,0
42,113197.17055876664,41267.91144363401,11,0.1263229420120773,Q1_Train,0
52,148993.90742830123,11569.164216588371,9,0.1113723160131662,Q1_Train,0
46,34207.394328746224,54750.54383552286,3,0.20717593367096301,Q2_Train,0
63,83445.85001070773,5609.243040461796,5,0.19978617450776903,Q2_Train,0
35,124386.94207169328,15903.057359137334,4,0.24888350579432528,Q1_Train,0
52,58326.87340284496,18078.721759643537,2,0.5871633449861181,Q1_Train,0
50,28676.46504532919,9862.846662857013,2,0.47309930308410136,Q1_Train,0
21,53068.99243035245,12203.172867034284,9,0.40280009697645164,Q1_Train,0
65,43902.383941060296,5436.384888793102,7,0.18013695552108108,Q2_Train,0
37,119499.6123845254,58527.356837532934,2,0.2965108063260566,Q2_Train,0
24,83863.94912405818,9469.882183646372,7,0.43235814630693914,Q1_Train,0
20,28164.769673258612,5140.94968430643,8,0.3623947377180593,Q1_Train,0
34,127349.91994029263,20573.36328001776,4,0.3425016253516962,Q2_Train,0
50,29138.49268039897,20681.616717209672,14,0.02445373880534978,Q1_Train,0
65,32601.91077822723,47290.60551742484,9,0.5364371510803537,Q2_Train,0
68,49023.007193342404,8151.636388020006,13,0.38532192430944373,Q2_Train,0
39,34547.538415098345,17440.383249273378,11,0.42807219637003807,Q1_Train,0
63,43400.55441755983,23973.72931548904,3,0.20644782855689298,Q1_Train,0
47,113561.70343979039,37458.974291645696,1,0.30715296778243034,Q2_Train,0
55,68092.5613206412,17306.024004966126,10,0.29400752454916057,Q2_Train,0
62,32039.927472437645,18674.35994670257,14,0.5128815589034134,Q1_Train,0
68,83025.3700506445,12028.507540076916,12,0.6542891408382578,Q1_Train,0
51,79477.08149580163,7431.558626445341,6,0.23093967441508714,Q1_Train,0
47,34427.854761399925,8889.927955632631,8,0.11858397470908263,Q2_Train,0
50,27526.06882740768,7183.75586890272,11,0.5528763459757049,Q2_Train,0
22,25754.21413250581,13254.891331254505,3,0.7693134633944329,Q2_Train,0
52,98502.44527902562,32338.96789546063,2,0.44678007689924637,Q2_Train,0
61,22563.754994893134,21009.631010691715,13,0.45361464577673144,Q1_Train,0
45,67066.80598549882,17099.434018018394,6,0.13572533432430317,Q2_Train,0
47,46104.78667503484,10265.601668674582,0,0.07079009154861628,Q2_Train,0
46,39028.49045163625,6199.619590698881,0,0.570700009922148,Q1_Train,0
52,24848.73874864737,26349.013662818437,8,0.37472719352194384,Q2_Train,0
41,22901.490973796506,12602.804211352497,7,0.17068775377152717,Q1_Train,0
66,24352.981429429332,35717.559104176995,14,0.4416920401823138,Q1_Train,0
52,29464.2351808894,5416.030698193492,6,0.4222702665658136,Q2_Train,0
69,21604.52233307452,6118.475259114025,9,0.23967464702443855,Q1_Train,0
49,86283.20059926792,23063.343527445206,4,0.4767811623314094,Q1_Train,0
50,32505.447709518085,8544.06639914894,7,0.24401459116406213,Q1_Train,0
35,32299.93650182157,48850.29909082489,2,0.3816751729003997,Q1_Train,0
42,44824.49060645276,8966.919572303383,4,0.2855293356473943,Q2_Train,0
48,77749.09305400164,23780.297235863618,9,0.2509587915028272,Q1_Train,0
57,153569.28401748778,111272.76361262602,2,0.13500803193958763,Q2_Train,0
63,62213.27021005477,9790.083008144451,5,0.6364962943208131,Q1_Train,0
67,170666.51535562324,7158.38364512672,6,0.2454408244941988,Q2_Train,0
49,24358.130032516914,11025.983623691147,5,0.05553385972162464,Q2_Train,0
39,21512.63998217566,8551.76515824177,13,0.7469164455169546,Q1_Train,0
59,59399.18284900987,23584.10721147007,7,0.2897993267610743,Q2_Train,0
19,56321.37576656154,5421.918636098665,1,0.017247949417265127,Q2_Train,0
57,20981.325054662902,15453.159023438402,4,0.46228963666673434,Q1_Train,0
65,100960.85870740151,15147.577791172725,2,0.3020786280114137,Q2_Train,0
56,84880.96927514978,5771.610454067949,4,0.26568533483297957,Q1_Train,0
46,98827.44821005696,15512.76744238939,7,0.16213339254330367,Q2_Train,0
59,75582.19278521644,9366.28669194128,2,0.13519207264216423,Q2_Train,0
43,75407.8859059135,14706.324159872618,6,0.3109870387883718,Q2_Train,0
52,75034.99293010929,13129.175900823522,4,0.1891762752860659,Q1_Train,0
67,56081.73517815777,10460.117574562744,13,0.3157873217339302,Q2_Train,0
42,42576.54397576011,13930.461989964057,11,0.35370701489577266,Q2_Train,0
41,85502.83948152931,14637.77744815532,9,0.315717353470296,Q1_Train,0
30,37737.127295918064,31908.685317121264,9,0.34953853251929096,Q2_Train,0
53,48401.16840878186,13515.082996815996,3,0.1830834991319689,Q2_Train,0
62,36191.18774627302,40346.42520636088,1,0.1447722847985079,Q1_Train,0
37,203827.6280750448,26142.87839371089,5,0.49916520768729167,Q1_Train,0
18,34970.977408460865,6181.052987852828,3,0.1636128667187596,Q2_Train,0
25,38501.98302751224,7504.0328941767575,3,0.19710773977843848,Q1_Train,0
63,28812.25291361294,6277.942568453282,4,0.13581815830082183,Q2_Train,0
29,67471.60145053349,15525.129308427595,14,0.18058272319824287,Q1_Train,0
68,105896.11283035376,33598.68861341529,0,0.1303477105049779,Q2_Train,0
32,30760.841632419302,13386.809309074533,4,0.22365177400216116,Q1_Train,0
45,31057.61201415436,12939.89501275304,12,0.11358676065840226,Q2_Train,0
19,67610.81408243824,9137.032138857989,14,0.32189473360286563,Q1_Train,0
39,26430.73526323856,16013.998412168961,12,0.3125251048711702,Q1_Train,0
68,69416.01507635307,12436.68598440811,3,0.14875612248835143,Q2_Train,0
42,20005.93259748571,26045.018912813164,0,0.28119232511551945,Q1_Train,0
39,20924.460982467754,10855.301377353298,9,0.5992611010312275,Q2_Train,0
39,44678.201273091574,7053.829904786945,13,0.352540136698482,Q2_Train,0
66,78777.34452042641,12337.816050342353,2,0.20148712777469524,Q1_Train,0
59,48116.32186207449,12801.188434714497,0,0.3109887187746584,Q1_Train,0
60,208464.1810828276,9956.455982302841,3,0.42896876462330374,Q2_Train,0
54,28864.325527240777,27365.67460245449,3,0.12070614264870502,Q1_Train,0
61,30812.51476554077,5766.444518605405,8,0.15143780627631062,Q2_Train,0
56,44039.86916677347,12651.705626440502,11,0.2002402996736271,Q2_Train,0
23,33999.220328263735,14800.042305008204,3,0.2977316472057574,Q1_Train,0
62,48167.85542135622,17726.348952807533,11,0.16542153478361502,Q2_Train,0
49,52060.56332295769,8150.245576095422,14,0.19987836353428673,Q2_Train,0
69,88172.20595150231,19276.599748122397,5,0.14842282411279778,Q1_Train,0
64,28631.788885684695,24864.4899302109,5,0.17649846111336684,Q2_Train,0
52,64919.13944339248,17219.706924541388,0,0.24705389798124713,Q1_Train,0
69,25758.5691992287,22350.947479604816,7,0.2939094244799172,Q2_Train,0
59,25300.572851300025,13211.193245980056,2,0.1363706041577068,Q1_Train,0
36,29837.735329140065,23007.552789149853,7,0.4676699584139457,Q1_Train,0
45,222060.38481917995,5064.354985321672,3,0.4991246751745493,Q2_Train,0
43,46731.082685094916,8105.696158933502,0,0.42121135212494437,Q2_Train,0
29,37225.96218669719,5001.535666494074,3,0.20590155902833537,Q1_Train,0
64,39148.94332716934,7810.657615221078,10,0.23685099919512168,Q1_Train,0
51,28058.744829265637,5443.031782198125,8,0.07326435503015097,Q2_Train,0
49,98793.10218792857,15994.546564594637,1,0.035976817585260286,Q2_Train,0
42,25290.316493999984,32398.675115936665,12,0.4229091554533866,Q1_Train,0
62,24063.188765324547,8077.503512771834,2,0.5109222167180454,Q2_Train,0
18,69089.00546443419,35556.89568765781,11,0.7520353742616087,Q1_Train,1
56,60666.846303016995,9656.028636396597,1,0.22554823141808733,Q1_Train,0
22,31989.961745133827,29528.196097581484,8,0.4841828838860668,Q2_Train,0
39,78255.29987711077,36452.03107496606,2,0.4388723189622658,Q1_Train,0
20,50663.76659362938,6586.811617838922,0,0.25575234527940327,Q2_Train,0
43,33709.45372582624,6185.66416475802,4,0.2980356083953931,Q1_Train,0
33,131220.1212835979,20940.310265821783,5,0.6447929211089934,Q2_Train,0
68,197324.57880457048,6756.862472989127,6,0.3829717622773797,Q2_Train,0
46,177092.06398444503,15746.32991895282,13,0.4248384641014592,Q1_Train,0
64,53855.465844520375,39785.75922624493,11,0.35978539478593097,Q2_Train,0
47,75494.21261364003,12128.463168424547,5,0.11093495388850919,Q2_Train,0
63,26771.42903846311,9667.973602237855,1,0.29157597760017234,Q2_Train,0
69,41266.91190622424,14848.221892554422,6,0.07823172064535694,Q1_Train,0
33,37227.32654501166,11323.418704069016,9,0.12005110472487072,Q2_Train,0
65,115202.84567011868,8239.264119540983,10,0.25825918813765386,Q1_Train,0
53,95960.86179422298,6986.3931623434255,9,0.6182107169123205,Q2_Train,0
47,115904.1845391373,46604.62732257549,7,0.23044260380725642,Q1_Train,0
27,57886.20565091691,16474.418571156653,7,0.333930195577362,Q1_Train,0
22,108189.55295204726,20031.940536003436,11,0.43332609518444115,Q1_Train,0
53,47713.2580288171,7796.432325379536,6,0.668443869528432,Q2_Train,0
51,23189.276807897593,7462.038449599751,5,0.21818257556107612,Q2_Train,0
69,60689.3822131877,7664.375225096974,6,0.07160825742326007,Q2_Train,0
48,29394.283671084937,21497.024372349373,0,0.25065177965618224,Q1_Train,0
27,188365.35841427546,25662.29499362489,7,0.2758577017440191,Q1_Train,0
36,57429.09043015691,42931.92721206201,3,0.29460140429342924,Q1_Train,0
49,60322.378223145024,12617.261111516811,14,0.2927613674753582,Q1_Train,0
62,38029.08377788149,9718.563431339036,1,0.6171142749421556,Q1_Train,0
33,54815.47375800216,33142.14679511102,0,0.11435390048016819,Q1_Train,0
41,120723.24167644548,11317.566208724864,0,0.31470013596484364,Q1_Train,0
33,99171.2940783823,35499.37741202456,4,0.35598599115378876,Q2_Train,0
66,23730.04206403732,11230.076497677035,8,0.34458488155261185,Q2_Train,0
45,35621.01568338592,17324.286512761806,9,0.3007772216796315,Q1_Train,0
49,24180.370189576795,6632.612593531829,14,0.25319048437798763,Q1_Train,0
44,89531.02404531534,43277.67602155936,6,0.23822199102591404,Q1_Train,0
41,25261.710514934573,21652.858118225246,14,0.130354588957449,Q1_Train,0
29,61239.4131444559,71499.81623882857,13,0.40057043225937605,Q1_Train,0
50,47698.365677058944,13511.3967726598,7,0.062214982580441086,Q2_Train,0
68,47712.79814011857,5078.826812007519,7,0.30497605798671196,Q1_Train,0
29,40278.04021706765,21536.949156092785,4,0.7922295060930642,Q1_Train,0
20,40664.91616612337,7662.773499597775,6,0.1457065847689921,Q1_Train,0
18,30945.177443044762,13914.27865302064,10,0.351296723795616,Q1_Train,0
50,118552.26812236726,5193.065225219772,6,0.25768938627972565,Q2_Train,0
57,27928.1508709817,14736.969419527228,1,0.23274689375522706,Q1_Train,0
27,139631.3644409816,38939.5768007183,14,0.3376997912404845,Q1_Train,0
60,36666.599152900206,18623.6491770824,2,0.059414006498027604,Q2_Train,0
61,134843.48394364474,13714.849267821613,10,0.1483036318169455,Q1_Train,0
67,92336.74298061777,23714.832228300787,7,0.30507026403328913,Q1_Train,0
40,111269.74738548773,17705.239196342576,6,0.16051472601449124,Q2_Train,0
25,162331.56257322239,16477.527046046973,5,0.09830730659453375,Q1_Train,0
46,77168.29229984358,11417.508912373392,3,0.1379241019657506,Q1_Train,0
43,71867.03327053072,5286.780565100257,4,0.3419039295605688,Q2_Train,0
27,82171.68343386544,29004.69999068696,9,0.17534726135059645,Q1_Train,0
43,145119.7372056301,20911.654385962414,7,0.24435523030555797,Q2_Train,0
51,34285.11562162821,10913.103800083682,12,0.27481963652789504,Q2_Train,0
68,67497.70255328341,6550.524143818693,2,0.22483367180459682,Q1_Train,0
58,45574.11316396448,18417.966511470695,10,0.1250446848989993,Q2_Train,0
28,126631.4743086777,7193.579544298788,8,0.467695465579759,Q2_Train,0
46,98298.35981215845,14856.677293191166,4,0.5028173168455448,Q1_Train,0
42,23837.05583306768,33422.71694390362,4,0.09620465749993895,Q1_Train,0
38,36837.05396545701,33391.259645701255,8,0.36229697531664173,Q2_Train,0
27,68605.65879118547,28476.594466866198,8,0.1994980317317142,Q2_Train,0
41,135866.95812039502,10757.155358439431,13,0.25158212067508345,Q1_Train,0
66,99746.38644937958,40224.609917195354,2,0.583250278723239,Q1_Train,0
52,77234.22211540522,58715.17323602444,1,0.44606723283885946,Q1_Train,0
65,31570.702399853268,10142.104801973264,8,0.3970265759653583,Q2_Train,0
53,25853.879106076143,51911.9129140077,4,0.26564667474480597,Q2_Train,1
56,62790.54824112363,71848.80923560646,0,0.2628137409842671,Q2_Train,0
49,30491.80355587051,36532.422458804045,1,0.3319242989400147,Q1_Train,0
41,66234.41531449913,22685.134611936286,1,0.1462651706032651,Q2_Train,0
49,26325.753769139294,22161.42092622659,3,0.3583520497606694,Q1_Train,0
54,38690.339390605426,13708.097359918627,13,0.5824512598827688,Q1_Train,0
29,49325.81857033697,49361.975526238806,5,0.1437289204572258,Q1_Train,0
30,26388.27004653866,10656.993915486544,13,0.17123367535125983,Q2_Train,0
40,84711.95739128454,11563.519033095505,12,0.29357856643298436,Q2_Train,0
